ibge,csv_post_title,lng,lat,csv_post_post,csv_post_categories,csv_post_author,csv_post_slug,csv_post_type
230610,Irauçuba - CE,-39.7816701,-3.746577,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.746577' lon='-39.7816701' z='11' width='300' height='300'],Munícipio,irauçuba-ce,irauçuba-ce,municipio
230620,Itaiçaba - CE,-37.8222758,-4.6742612,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.6742612' lon='-37.8222758' z='11' width='300' height='300'],Munícipio,itaiçaba-ce,itaiçaba-ce,municipio
230625,Itaitinga - CE,-38.5289788,-3.972097,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.972097' lon='-38.5289788' z='11' width='300' height='300'],Munícipio,itaitinga-ce,itaitinga-ce,municipio
230630,Itapagé - CE,-39.5857786,-3.6851616,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.6851616' lon='-39.5857786' z='11' width='300' height='300'],Munícipio,itapagé-ce,itapagé-ce,municipio
230640,Itapipoca - CE,-39.5794315,-3.5007144,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.5007144' lon='-39.5794315' z='11' width='300' height='300'],Munícipio,itapipoca-ce,itapipoca-ce,municipio
230650,Itapiúna - CE,-38.917155,-4.5645399,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.5645399' lon='-38.917155' z='11' width='300' height='300'],Munícipio,itapiúna-ce,itapiúna-ce,municipio
230655,Itarema - CE,-39.9140287,-2.9220323,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-2.9220323' lon='-39.9140287' z='11' width='300' height='300'],Munícipio,itarema-ce,itarema-ce,municipio
230660,Itatira - CE,-39.6246232,-4.5274873,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.5274873' lon='-39.62462319999999' z='11' width='300' height='300'],Munícipio,itatira-ce,itatira-ce,municipio
230670,Jaguaretama - CE,-38.7638424,-5.6131341,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.6131341' lon='-38.7638424' z='11' width='300' height='300'],Munícipio,jaguaretama-ce,jaguaretama-ce,municipio
230680,Jaguaribara - CE,-38.6188284,-5.6621226,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.6621226' lon='-38.6188284' z='11' width='300' height='300'],Munícipio,jaguaribara-ce,jaguaribara-ce,municipio
230690,Jaguaribe - CE,-38.6299676,-5.9022332,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.9022332' lon='-38.6299676' z='11' width='300' height='300'],Munícipio,jaguaribe-ce,jaguaribe-ce,municipio
230700,Jaguaruana - CE,-37.7823576,-4.8370754,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.837075400000001' lon='-37.7823576' z='11' width='300' height='300'],Munícipio,jaguaruana-ce,jaguaruana-ce,municipio
230710,Jardim - CE,-39.050833,-3.4575,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.4575' lon='-39.050833' z='11' width='300' height='300'],Munícipio,jardim-ce,jardim-ce,municipio
230720,Jati - CE,-39.0233519,-7.6995917,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-7.699591700000001' lon='-39.0233519' z='11' width='300' height='300'],Munícipio,jati-ce,jati-ce,municipio
230725,Jijoca de Jericoacoara - CE,-40.5100951,-2.8004542,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-2.8004542' lon='-40.5100951' z='11' width='300' height='300'],Munícipio,jijoca de jericoacoara-ce,jijoca-de-jericoacoara-ce,municipio
230730,Juazeiro do Norte - CE,-39.3221838,-7.2372335,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-7.237233499999999' lon='-39.3221838' z='11' width='300' height='300'],Munícipio,juazeiro do norte-ce,juazeiro-do-norte-ce,municipio
230740,Jucás - CE,-39.5281307,-6.5207827,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.5207827' lon='-39.5281307' z='11' width='300' height='300'],Munícipio,jucás-ce,jucás-ce,municipio
230750,Lavras da Mangabeira - CE,-38.9634887,-6.7517506,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.751750599999999' lon='-38.9634887' z='11' width='300' height='300'],Munícipio,lavras da mangabeira-ce,lavras-da-mangabeira-ce,municipio
230760,Limoeiro do Norte - CE,-38.0976591,-5.1488884,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.1488884' lon='-38.0976591' z='11' width='300' height='300'],Munícipio,limoeiro do norte-ce,limoeiro-do-norte-ce,municipio
230763,Madalena - CE,-39.571659,-4.8537466,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.8537466' lon='-39.571659' z='11' width='300' height='300'],Munícipio,madalena-ce,madalena-ce,municipio
230765,Maracanaú - CE,-38.6260505,-3.8782064,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.8782064' lon='-38.62605050000001' z='11' width='300' height='300'],Munícipio,maracanaú-ce,maracanaú-ce,municipio
230770,Maranguape - CE,-38.6818719,-3.8906634,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.8906634' lon='-38.6818719' z='11' width='300' height='300'],Munícipio,maranguape-ce,maranguape-ce,municipio
230780,Marco - CE,-40.1506885,-3.1221925,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.1221925' lon='-40.1506885' z='11' width='300' height='300'],Munícipio,marco-ce,marco-ce,municipio
230790,Martinópole - CE,-40.6913895,-3.221935,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.221935' lon='-40.6913895' z='11' width='300' height='300'],Munícipio,martinópole-ce,martinópole-ce,municipio
230800,Massapê - CE,-40.3455431,-3.5227242,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.5227242' lon='-40.34554310000001' z='11' width='300' height='300'],Munícipio,massapê-ce,massapê-ce,municipio
230810,Mauriti - CE,-38.7699267,-7.3878799,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-7.387879900000001' lon='-38.7699267' z='11' width='300' height='300'],Munícipio,mauriti-ce,mauriti-ce,municipio
230820,Meruoca - CE,-40.4452788,-3.5463393,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.5463393' lon='-40.4452788' z='11' width='300' height='300'],Munícipio,meruoca-ce,meruoca-ce,municipio
230830,Milagres - CE,-38.943717,-7.3081882,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-7.3081882' lon='-38.943717' z='11' width='300' height='300'],Munícipio,milagres-ce,milagres-ce,municipio
230835,Milhã - CE,-39.1940257,-5.6718043,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.6718043' lon='-39.1940257' z='11' width='300' height='300'],Munícipio,milhã-ce,milhã-ce,municipio
230837,Miraíma - CE,-39.9655833,-3.5663077,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.5663077' lon='-39.9655833' z='11' width='300' height='300'],Munícipio,miraíma-ce,miraíma-ce,municipio
230840,Missão Velha - CE,-39.1454804,-7.2496887,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-7.2496887' lon='-39.1454804' z='11' width='300' height='300'],Munícipio,missão velha-ce,missão-velha-ce,municipio
230850,Mombaça - CE,-39.628501,-5.7431205,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.7431205' lon='-39.628501' z='11' width='300' height='300'],Munícipio,mombaça-ce,mombaça-ce,municipio
230860,Monsenhor Tabosa - CE,-40.0606496,-4.7895309,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.7895309' lon='-40.0606496' z='11' width='300' height='300'],Munícipio,monsenhor tabosa-ce,monsenhor-tabosa-ce,municipio
230870,Morada Nova - CE,-38.3671141,-5.1056249,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.1056249' lon='-38.36711409999999' z='11' width='300' height='300'],Munícipio,morada nova-ce,morada-nova-ce,municipio
230880,Moraújo - CE,-40.6733815,-3.4740688,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.4740688' lon='-40.6733815' z='11' width='300' height='300'],Munícipio,moraújo-ce,moraújo-ce,municipio
230890,Morrinhos - CE,-40.1228644,-3.2266113,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.2266113' lon='-40.1228644' z='11' width='300' height='300'],Munícipio,morrinhos-ce,morrinhos-ce,municipio
230900,Mucambo - CE,-40.830278,-4.271111,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.271110999999999' lon='-40.83027800000001' z='11' width='300' height='300'],Munícipio,mucambo-ce,mucambo-ce,municipio
230910,Mulungu - CE,-39.0021585,-4.2979151,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.2979151' lon='-39.0021585' z='11' width='300' height='300'],Munícipio,mulungu-ce,mulungu-ce,municipio
230920,Nova Olinda - CE,-39.6806383,-7.0967813,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-7.0967813' lon='-39.6806383' z='11' width='300' height='300'],Munícipio,nova olinda-ce,nova-olinda-ce,municipio
230930,Nova Russas - CE,-40.5601712,-4.7064741,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.706474099999999' lon='-40.5601712' z='11' width='300' height='300'],Munícipio,nova russas-ce,nova-russas-ce,municipio
230940,Novo Oriente - CE,-40.7751443,-5.5339414,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.5339414' lon='-40.7751443' z='11' width='300' height='300'],Munícipio,novo oriente-ce,novo-oriente-ce,municipio
230945,Ocara - CE,-38.5958715,-4.4923566,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.4923566' lon='-38.5958715' z='11' width='300' height='300'],Munícipio,ocara-ce,ocara-ce,municipio
230950,Orós - CE,-38.914263,-6.2448683,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.244868299999999' lon='-38.914263' z='11' width='300' height='300'],Munícipio,orós-ce,orós-ce,municipio
230960,Pacajus - CE,-38.4655054,-4.1691964,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.1691964' lon='-38.4655054' z='11' width='300' height='300'],Munícipio,pacajus-ce,pacajus-ce,municipio
230970,Pacatuba - CE,-38.6161425,-3.9843611,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.9843611' lon='-38.6161425' z='11' width='300' height='300'],Munícipio,pacatuba-ce,pacatuba-ce,municipio
230980,Pacoti - CE,-38.9254279,-4.2246016,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.2246016' lon='-38.9254279' z='11' width='300' height='300'],Munícipio,pacoti-ce,pacoti-ce,municipio
230990,Pacujá - CE,-40.6982639,-3.9895112,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.9895112' lon='-40.6982639' z='11' width='300' height='300'],Munícipio,pacujá-ce,pacujá-ce,municipio
231000,Palhano - CE,-37.9622349,-4.7441297,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.7441297' lon='-37.9622349' z='11' width='300' height='300'],Munícipio,palhano-ce,palhano-ce,municipio
231010,Palmácia - CE,-38.8473883,-4.1513641,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.151364099999999' lon='-38.8473883' z='11' width='300' height='300'],Munícipio,palmácia-ce,palmácia-ce,municipio
231020,Paracuru - CE,-39.0362704,-3.4308711,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.4308711' lon='-39.0362704' z='11' width='300' height='300'],Munícipio,paracuru-ce,paracuru-ce,municipio
231025,Paraipaba - CE,-39.1474222,-3.4330481,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.4330481' lon='-39.1474222' z='11' width='300' height='300'],Munícipio,paraipaba-ce,paraipaba-ce,municipio
231030,Parambu - CE,-40.6947641,-6.2094348,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.209434799999999' lon='-40.6947641' z='11' width='300' height='300'],Munícipio,parambu-ce,parambu-ce,municipio
231040,Paramoti - CE,-39.2343561,-4.1009596,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.100959599999999' lon='-39.2343561' z='11' width='300' height='300'],Munícipio,paramoti-ce,paramoti-ce,municipio
231050,Pedra Branca - CE,-39.7097324,-5.4528675,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.4528675' lon='-39.7097324' z='11' width='300' height='300'],Munícipio,pedra branca-ce,pedra-branca-ce,municipio
231060,Penaforte - CE,-39.0875745,-7.8271795,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-7.8271795' lon='-39.0875745' z='11' width='300' height='300'],Munícipio,penaforte-ce,penaforte-ce,municipio
231070,Pentecoste - CE,-39.2661162,-3.7914875,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.7914875' lon='-39.2661162' z='11' width='300' height='300'],Munícipio,pentecoste-ce,pentecoste-ce,municipio
231080,Pereiro - CE,-38.4599624,-6.0455322,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.045532199999999' lon='-38.45996239999999' z='11' width='300' height='300'],Munícipio,pereiro-ce,pereiro-ce,municipio
231085,Pindoretama - CE,-38.3065932,-4.0259295,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.0259295' lon='-38.3065932' z='11' width='300' height='300'],Munícipio,pindoretama-ce,pindoretama-ce,municipio
231090,Piquet Carneiro - CE,-39.4087554,-5.797661,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.797661' lon='-39.4087554' z='11' width='300' height='300'],Munícipio,piquet carneiro-ce,piquet-carneiro-ce,municipio
231095,Pires Ferreira - CE,-40.6366185,-4.2370279,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.2370279' lon='-40.6366185' z='11' width='300' height='300'],Munícipio,pires ferreira-ce,pires-ferreira-ce,municipio
231100,Poranga - CE,-40.9225519,-4.7476781,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.7476781' lon='-40.92255189999999' z='11' width='300' height='300'],Munícipio,poranga-ce,poranga-ce,municipio
231110,Porteiras - CE,-39.1225895,-7.5304525,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-7.530452500000001' lon='-39.1225895' z='11' width='300' height='300'],Munícipio,porteiras-ce,porteiras-ce,municipio
231120,Potengi - CE,-40.0302579,-7.092734,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-7.092734' lon='-40.0302579' z='11' width='300' height='300'],Munícipio,potengi-ce,potengi-ce,municipio
231123,Potiretama - CE,-38.2396745,-5.6443687,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.644368699999999' lon='-38.2396745' z='11' width='300' height='300'],Munícipio,potiretama-ce,potiretama-ce,municipio
231126,Quiterianópolis - CE,-40.704081,-5.8475585,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.847558500000001' lon='-40.704081' z='11' width='300' height='300'],Munícipio,quiterianópolis-ce,quiterianópolis-ce,municipio
231130,Quixadá - CE,-39.0151619,-4.9718597,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.9718597' lon='-39.0151619' z='11' width='300' height='300'],Munícipio,quixadá-ce,quixadá-ce,municipio
231135,Quixelô - CE,-39.1938611,-6.238178,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.238178' lon='-39.1938611' z='11' width='300' height='300'],Munícipio,quixelô-ce,quixelô-ce,municipio
231140,Quixeramobim - CE,-39.2962012,-5.198116,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.198116' lon='-39.2962012' z='11' width='300' height='300'],Munícipio,quixeramobim-ce,quixeramobim-ce,municipio
231150,Quixeré - CE,-37.9853962,-5.0777949,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.0777949' lon='-37.9853962' z='11' width='300' height='300'],Munícipio,quixeré-ce,quixeré-ce,municipio
231160,Redenção - CE,-38.7280994,-4.2242457,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.2242457' lon='-38.7280994' z='11' width='300' height='300'],Munícipio,redenção-ce,redenção-ce,municipio
231170,Reriutaba - CE,-40.5805741,-4.1432753,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.1432753' lon='-40.5805741' z='11' width='300' height='300'],Munícipio,reriutaba-ce,reriutaba-ce,municipio
231180,Russas - CE,-37.9739321,-4.939734,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.939734' lon='-37.9739321' z='11' width='300' height='300'],Munícipio,russas-ce,russas-ce,municipio
231190,Saboeiro - CE,-39.9077406,-6.5413225,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.5413225' lon='-39.9077406' z='11' width='300' height='300'],Munícipio,saboeiro-ce,saboeiro-ce,municipio
231195,Salitre - CE,-40.4559032,-7.2823018,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-7.282301799999999' lon='-40.4559032' z='11' width='300' height='300'],Munícipio,salitre-ce,salitre-ce,municipio
231200,Santana do Acaraú - CE,-40.2079061,-3.4603828,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.4603828' lon='-40.2079061' z='11' width='300' height='300'],Munícipio,santana do acaraú-ce,santana-do-acaraú-ce,municipio
231210,Santana do Cariri - CE,-39.7376748,-7.1882638,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-7.188263800000001' lon='-39.7376748' z='11' width='300' height='300'],Munícipio,santana do cariri-ce,santana-do-cariri-ce,municipio
231220,Santa Quitéria - CE,-40.1568301,-4.3320238,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.3320238' lon='-40.1568301' z='11' width='300' height='300'],Munícipio,santa quitéria-ce,santa-quitéria-ce,municipio
231230,São Benedito - CE,-40.8671321,-4.0450545,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.045054500000001' lon='-40.8671321' z='11' width='300' height='300'],Munícipio,são benedito-ce,são-benedito-ce,municipio
231240,São Gonçalo do Amarante - CE,-38.970091,-3.6060193,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.6060193' lon='-38.970091' z='11' width='300' height='300'],Munícipio,são gonçalo do amarante-ce,são-gonçalo-do-amarante-ce,municipio
231250,São João do Jaguaribe - CE,-38.2678395,-5.2771262,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.2771262' lon='-38.2678395' z='11' width='300' height='300'],Munícipio,são joão do jaguaribe-ce,são-joão-do-jaguaribe-ce,municipio
231260,São Luís do Curu - CE,-39.2519791,-3.6709707,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.6709707' lon='-39.2519791' z='11' width='300' height='300'],Munícipio,são luís do curu-ce,são-luís-do-curu-ce,municipio
231270,Senador Pompeu - CE,-39.371307,-5.5887346,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.5887346' lon='-39.371307' z='11' width='300' height='300'],Munícipio,senador pompeu-ce,senador-pompeu-ce,municipio
231280,Senador Sá - CE,-40.4608919,-3.348255,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.348255' lon='-40.4608919' z='11' width='300' height='300'],Munícipio,senador sá-ce,senador-sá-ce,municipio
231290,Sobral - CE,-40.3537822,-3.6823593,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.6823593' lon='-40.3537822' z='11' width='300' height='300'],Munícipio,sobral-ce,sobral-ce,municipio
231300,Solonópole - CE,-39.0151874,-5.7269617,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.726961699999999' lon='-39.01518739999999' z='11' width='300' height='300'],Munícipio,solonópole-ce,solonópole-ce,municipio
231310,Tabuleiro do Norte - CE,-38.1304464,-5.246406,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.246405999999999' lon='-38.1304464' z='11' width='300' height='300'],Munícipio,tabuleiro do norte-ce,tabuleiro-do-norte-ce,municipio
231320,Tamboril - CE,-40.3214925,-4.832219,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.832218999999999' lon='-40.3214925' z='11' width='300' height='300'],Munícipio,tamboril-ce,tamboril-ce,municipio
231325,Tarrafas - CE,-39.7603156,-6.6852456,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.6852456' lon='-39.7603156' z='11' width='300' height='300'],Munícipio,tarrafas-ce,tarrafas-ce,municipio
231330,Tauá - CE,-40.3056421,-5.9985937,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.9985937' lon='-40.30564210000001' z='11' width='300' height='300'],Munícipio,tauá-ce,tauá-ce,municipio
231335,Tejuçuoca - CE,-39.5717546,-3.9864377,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.9864377' lon='-39.5717546' z='11' width='300' height='300'],Munícipio,tejuçuoca-ce,tejuçuoca-ce,municipio
231340,Tianguá - CE,-40.9919459,-3.7288323,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.7288323' lon='-40.9919459' z='11' width='300' height='300'],Munícipio,tianguá-ce,tianguá-ce,municipio
231350,Trairi - CE,-39.2680311,-3.2768629,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.2768629' lon='-39.2680311' z='11' width='300' height='300'],Munícipio,trairi-ce,trairi-ce,municipio
231355,Tururu - CE,-39.4201513,-3.6041451,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.6041451' lon='-39.4201513' z='11' width='300' height='300'],Munícipio,tururu-ce,tururu-ce,municipio
231360,Ubajara - CE,-40.9270545,-3.8530682,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.8530682' lon='-40.9270545' z='11' width='300' height='300'],Munícipio,ubajara-ce,ubajara-ce,municipio
231370,Umari - CE,-39.5,-4.75,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.75' lon='-39.5' z='11' width='300' height='300'],Munícipio,umari-ce,umari-ce,municipio
231375,Umirim - CE,-39.3540789,-3.6792187,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.6792187' lon='-39.3540789' z='11' width='300' height='300'],Munícipio,umirim-ce,umirim-ce,municipio
231380,Uruburetama - CE,-39.505432,-3.6302503,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.6302503' lon='-39.505432' z='11' width='300' height='300'],Munícipio,uruburetama-ce,uruburetama-ce,municipio
231390,Uruoca - CE,-40.5562096,-3.3167727,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.3167727' lon='-40.5562096' z='11' width='300' height='300'],Munícipio,uruoca-ce,uruoca-ce,municipio
231395,Varjota - CE,-40.4801944,-4.1924717,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.1924717' lon='-40.48019439999999' z='11' width='300' height='300'],Munícipio,varjota-ce,varjota-ce,municipio
231400,Várzea Alegre - CE,-40.383333,-5.35,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.35' lon='-40.383333' z='11' width='300' height='300'],Munícipio,várzea alegre-ce,várzea-alegre-ce,municipio
231410,Viçosa do Ceará - CE,-41.0918166,-3.5661552,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-3.5661552' lon='-41.0918166' z='11' width='300' height='300'],Munícipio,viçosa do ceará-ce,viçosa-do-ceará-ce,municipio
240010,Acari - RN,-36.6410138,-6.4599823,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.4599823' lon='-36.6410138' z='11' width='300' height='300'],Munícipio,acari-rn,acari-rn,municipio
240020,Açu - RN,-36.9084023,-5.577279,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.577279' lon='-36.9084023' z='11' width='300' height='300'],Munícipio,açu-rn,açu-rn,municipio
240030,Afonso Bezerra - RN,-36.5001051,-5.4985007,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.498500700000001' lon='-36.5001051' z='11' width='300' height='300'],Munícipio,afonso bezerra-rn,afonso-bezerra-rn,municipio
240040,Água Nova - RN,-38.2988093,-6.1989484,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.1989484' lon='-38.29880929999999' z='11' width='300' height='300'],Munícipio,água nova-rn,água-nova-rn,municipio
240050,Alexandria - RN,-38.0097852,-6.4042599,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.4042599' lon='-38.0097852' z='11' width='300' height='300'],Munícipio,alexandria-rn,alexandria-rn,municipio
240060,Almino Afonso - RN,-37.7665002,-6.1445984,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.1445984' lon='-37.7665002' z='11' width='300' height='300'],Munícipio,almino afonso-rn,almino-afonso-rn,municipio
240070,Alto do Rodrigues - RN,-36.7579859,-5.2891541,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.2891541' lon='-36.7579859' z='11' width='300' height='300'],Munícipio,alto do rodrigues-rn,alto-do-rodrigues-rn,municipio
240080,Angicos - RN,-36.604608,-5.6716528,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.671652799999999' lon='-36.60460800000001' z='11' width='300' height='300'],Munícipio,angicos-rn,angicos-rn,municipio
240090,Antônio Martins - RN,-37.8936102,-6.2271448,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.2271448' lon='-37.8936102' z='11' width='300' height='300'],Munícipio,antônio martins-rn,antônio-martins-rn,municipio
240100,Apodi - RN,-37.8005652,-5.6617451,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.6617451' lon='-37.8005652' z='11' width='300' height='300'],Munícipio,apodi-rn,apodi-rn,municipio
240110,Areia Branca - RN,-37.1299516,-4.9549776,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-4.954977599999999' lon='-37.1299516' z='11' width='300' height='300'],Munícipio,areia branca-rn,areia-branca-rn,municipio
240120,Arês - RN,-35.160198,-6.1949624,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.1949624' lon='-35.160198' z='11' width='300' height='300'],Munícipio,arês-rn,arês-rn,municipio
240130,Augusto Severo - RN,-37.310711,-5.862639,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.862639' lon='-37.310711' z='11' width='300' height='300'],Munícipio,augusto severo-rn,augusto-severo-rn,municipio
240140,Baía Formosa - RN,-35.0094489,-6.3730117,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-6.373011699999999' lon='-35.0094489' z='11' width='300' height='300'],Munícipio,baía formosa-rn,baía-formosa-rn,municipio
240145,Baraúna - RN,-37.6173484,-5.0705761,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.070576099999999' lon='-37.6173484' z='11' width='300' height='300'],Munícipio,baraúna-rn,baraúna-rn,municipio
240150,Barcelona - RN,-35.9206428,-5.9510672,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.9510672' lon='-35.9206428' z='11' width='300' height='300'],Munícipio,barcelona-rn,barcelona-rn,municipio
240160,Bento Fernandes - RN,-35.8164608,-5.6950445,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-5.6950445' lon='-35.8164608' z='11' width='300' height='300'],Munícipio,bento fernandes-rn,bento-fernandes-rn,municipio
